StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q13,Q5,Q6,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q15,1_Q16_First Click,1_Q16_Last Click,1_Q16_Page Submit,1_Q16_Click Count,1_Q10_1,2_Q16_First Click,2_Q16_Last Click,2_Q16_Page Submit,2_Q16_Click Count,2_Q10_1,3_Q16_First Click,3_Q16_Last Click,3_Q16_Page Submit,3_Q16_Click Count,3_Q10_1,4_Q16_First Click,4_Q16_Last Click,4_Q16_Page Submit,4_Q16_Click Count,4_Q10_1,5_Q16_First Click,5_Q16_Last Click,5_Q16_Page Submit,5_Q16_Click Count,5_Q10_1,6_Q16_First Click,6_Q16_Last Click,6_Q16_Page Submit,6_Q16_Click Count,6_Q10_1,7_Q16_First Click,7_Q16_Last Click,7_Q16_Page Submit,7_Q16_Click Count,7_Q10_1,8_Q16_First Click,8_Q16_Last Click,8_Q16_Page Submit,8_Q16_Click Count,8_Q10_1,9_Q16_First Click,9_Q16_Last Click,9_Q16_Page Submit,9_Q16_Click Count,9_Q10_1,10_Q16_First Click,10_Q16_Last Click,10_Q16_Page Submit,10_Q16_Click Count,10_Q10_1,11_Q16_First Click,11_Q16_Last Click,11_Q16_Page Submit,11_Q16_Click Count,11_Q10_1,12_Q16_First Click,12_Q16_Last Click,12_Q16_Page Submit,12_Q16_Click Count,12_Q10_1,13_Q16_First Click,13_Q16_Last Click,13_Q16_Page Submit,13_Q16_Click Count,13_Q10_1,14_Q16_First Click,14_Q16_Last Click,14_Q16_Page Submit,14_Q16_Click Count,14_Q10_1,15_Q16_First Click,15_Q16_Last Click,15_Q16_Page Submit,15_Q16_Click Count,15_Q10_1,PROLIFIC_PID
2019-02-23 20:28:47,2019-02-23 20:29:32,IP Address,151.230.195.127,100,45,True,2019-02-23 20:29:33,R_2XaPIGczbcUvmaX,,,,,53.3596038818359375,-2.8314971923828125,anonymous,EN,I consent to participate.,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c2e3ea54f0e840001c08da9
2019-02-23 20:30:31,2019-02-23 20:30:57,IP Address,86.141.157.71,100,25,True,2019-02-23 20:30:58,R_2SdaHI6T3GOobOI,,,,,51.4799957275390625,-3.17999267578125,anonymous,EN,I consent to participate.,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c0a5d33c1a5a60001a543fd
2019-02-23 20:28:22,2019-02-23 20:31:01,IP Address,31.205.8.119,100,158,True,2019-02-23 20:31:02,R_3Dqew6PRKAGiOcg,,,,,53.7581939697265625,-2.722900390625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,59edbfa216ecc200016ff9c7,22,Female,6.546,35.761,36.333,7,Yes,3.105,6.754,7.075,7,-86,1.253,3.735,4.214,4,-55,4.379,11.165,11.63,4,60,0.57,2.431,2.888,3,50,0.438,4.286,4.672,4,85,0.759,2.454,3.19,3,76,0.434,2.34,2.857,3,58,0.885,5.437,5.457,3,88,0.966,2.666,3.276,3,-30,0.519,2.239,3.342,3,-49,1.184,3.265,3.78,3,21,0.948,5.115,8.925,3,38,1.045,2.697,3.199,3,-88,0.82,4.955,5.776,3,-23,0.517,3.842,4.351,5,-73,59edbfa216ecc200016ff9c7
2019-02-23 20:28:45,2019-02-23 20:31:08,IP Address,80.195.14.132,100,143,True,2019-02-23 20:31:09,R_26bVp6xFVtd6KWm,,,,,53.3332977294921875,-2.899993896484375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5a8adcd1000dab00018cc446,21,Female,36.343,36.343,37.4,1,Yes,1.946,1.946,3.075,1,-33,1.522,1.522,2.434,1,27,1.873,1.873,2.827,1,-42,3.796,3.796,5.241,1,-47,1.919,1.919,2.675,1,78,2.342,2.342,3.223,1,97,1.712,4.278,5.201,3,-33,2.014,2.014,3.05,1,-34,1.921,1.921,2.776,1,39,2.174,2.174,3.043,1,-29,1.88,1.88,2.678,1,100,2.013,2.013,2.885,1,98,2.242,2.242,3.534,1,64,1.5,1.5,2.501,1,25,2.182,2.182,3.236,1,9,5a8adcd1000dab00018cc446
2019-02-23 20:29:49,2019-02-23 20:32:29,IP Address,92.19.55.48,100,159,True,2019-02-23 20:32:29,R_3F4zWvHzQ5qqGLh,,,,,53.80169677734375,-1.783905029296875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5ba177f1a4ff4e00017327bf,18,Female,36.418,36.418,38.898,1,No,3.585,3.585,4.73,1,6,2.575,3.628,5.06,2,19,2.089,2.089,3.284,1,-28,2.089,2.089,3.236,1,-13,3.53,3.53,4.701,1,25,2.139,2.139,3.65,1,33,5.209,5.209,6.795,1,-35,4.397,4.397,6.736,1,-25,3.07,3.07,3.972,1,23,2.209,2.209,3.385,1,34,3.842,3.842,5.108,1,40,2.025,3.626,4.269,3,39,3.747,3.747,5.552,1,4,2.355,2.355,3.582,1,-12,1.849,1.849,3.158,1,-22,5ba177f1a4ff4e00017327bf
2019-02-23 20:29:05,2019-02-23 20:32:38,IP Address,80.7.246.238,100,212,True,2019-02-23 20:32:38,R_2wTETw9s4KnO3QN,,,,,51.5601959228515625,0.17919921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,582468295f4d1c0001c7c467,24,Male,1.713,57.955,59.49,14,No,0.488,1.987,3.878,2,21,0.43,6.032,8.201,3,77,0.497,3.415,4.011,3,82,0.323,1.886,2.551,2,62,0.317,2.286,2.734,3,18,0.779,3.846,4.867,5,16,0.489,4.721,5.157,4,-3,0.342,3.562,5.057,4,-19,2.42,6.354,7.428,3,42,0.51,3.512,4.43,3,-49,0.413,1.857,4.183,2,68,0.877,5.64,6.589,8,38,0.662,4.73,5.117,7,11,0.437,2.073,3.315,2,100,0.388,3.305,6.111,4,100,582468295f4d1c0001c7c467
2019-02-23 20:30:18,2019-02-23 20:33:04,IP Address,151.231.247.143,100,165,True,2019-02-23 20:33:04,R_1LuL4gsrOoN70TC,,,,,50.6985015869140625,-3.5316925048828125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c548aa2ed0ffd0001252ac2,25,Female,16.468,21.098,24.789,2,No,1.519,3.822,4.821,3,22,1.252,2.44,3.577,2,28,4.426,4.426,5.313,1,-91,1.415,3.744,4.941,3,-86,1.334,2.932,3.622,2,100,1.476,3.903,4.841,3,100,1.2,4.642,5.536,5,-41,1.254,2.838,4.313,2,57,1.429,3.632,4.696,3,57,1.611,4.062,4.988,3,15,1.274,4.148,5.124,4,-84,1.502,3.211,4.427,2,-76,1.428,3.521,4.522,3,-40,1.13,2.617,3.486,2,52,1.11,2.734,3.623,2,56,5c548aa2ed0ffd0001252ac2
2019-02-23 20:32:11,2019-02-23 20:35:22,IP Address,82.132.221.95,100,191,True,2019-02-23 20:35:23,R_2YWnLAqZeE2Mq7h,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6afc3d51ea580001da6da5,19,Female,0.601,50.051,50.543,18,No,1.402,3.378,3.75,3,-11,1.393,2.455,2.875,2,-40,0.644,2.25,3.497,3,56,0.235,5.259,5.303,5,31,0.118,3.558,3.602,4,93,0,0,1.211,0,95,1.111,1.882,2.265,2,25,1.355,4.217,4.704,3,17,0.592,6.648,7.018,7,-88,3.576,5.625,5.954,3,-1,0.779,0.779,1.299,1,84,0.271,3.121,4.207,4,82,1.33,4.548,4.582,5,23,1.75,2.591,3.118,2,31,1.309,5.23,6.378,4,31,5c6afc3d51ea580001da6da5
2019-02-23 20:36:44,2019-02-23 20:36:58,IP Address,86.166.221.92,100,14,True,2019-02-23 20:36:58,R_UMWzTS68jybXUpr,,,,,54.04510498046875,-0.8052978515625,anonymous,EN,I consent to participate.,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a54d42476d1c60001aacd6c
2019-02-23 20:32:03,2019-02-23 20:37:19,IP Address,146.199.36.47,100,316,True,2019-02-23 20:37:22,R_2P4F4LepB2zTlqH,,,,,51.2790069580078125,1.07989501953125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5be5dff0f76f6a0001a63b48,22,Female,13.249,101.891,102.698,7,No,1.061,1.857,2.46,2,22,1.265,3.158,3.595,3,-43,2.334,3.977,4.435,3,44,17.634,57.289,57.601,4,35,0.753,2.149,2.515,3,57,0.934,2.425,3.567,3,44,2.074,4.497,4.801,3,70,0.973,3.461,3.9,3,36,1.243,2.828,3.32,3,17,1.023,2.73,3.353,3,-61,1.07,2.565,2.967,3,41,1.164,2.89,3.263,3,48,14.718,16.478,16.953,3,-16,1.242,2.686,3.068,3,47,1.127,2.766,3.162,3,39,5be5dff0f76f6a0001a63b48
2019-02-23 20:34:47,2019-02-23 20:37:36,IP Address,86.20.102.232,100,168,True,2019-02-23 20:37:36,R_8GiL8ty4P5waWjf,,,,,51.37139892578125,-0.493499755859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5be8417e3c03690001d99d2c,21,Female,42.651,42.651,47.295,1,No,1.858,1.858,2.601,1,-40,2.006,2.006,3.28,1,-41,3.471,3.471,4.663,1,23,3.624,3.624,4.872,1,8,2.051,2.051,3.254,1,44,8.179,8.179,9.29,1,24,2.252,2.252,3.176,1,27,2.439,2.439,3.302,1,22,2.183,2.183,2.995,1,-24,5.873,5.873,7.384,1,-31,3.143,3.143,4.001,1,18,1.642,1.642,2.392,1,26,2.541,2.541,3.55,1,-23,2.541,2.541,3.347,1,22,2.035,2.035,2.824,1,17,5be8417e3c03690001d99d2c
2019-02-23 20:37:02,2019-02-23 20:38:34,IP Address,86.166.221.92,100,92,True,2019-02-23 20:38:35,R_CgM8fcmYCS0rBst,,,,,54.04510498046875,-0.8052978515625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5a54d42476d1c60001aacd6c,22,Female,0.413,20.366,21.888,2,No,0.914,1.5,2.283,2,-73,0.809,0.809,1.64,1,-23,1.003,1.003,1.681,1,53,1.005,1.005,1.831,1,52,2.095,2.095,5.018,1,35,1.012,1.012,1.752,1,49,1.108,1.108,1.832,1,35,2.442,2.442,3.203,1,-33,1.71,1.71,2.456,1,5,1.162,1.162,1.901,1,-24,0.68,0.68,1.481,1,43,0.67,0.67,1.478,1,20,3.183,5.544,6.326,4,-45,0.568,1.755,2.66,3,32,1.008,1.008,1.799,1,19,5a54d42476d1c60001aacd6c
2019-02-23 20:39:01,2019-02-23 20:41:37,IP Address,82.132.243.137,100,156,True,2019-02-23 20:41:38,R_33qi0WjqudfG0vI,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5da3f712433d0001c605e0,25,Female,3.298,60.932,62.269,23,No,0.227,1.542,2.269,2,-40,0.639,4.338,4.887,7,-62,0.265,1.252,2.242,3,0,0.364,2.815,3.472,3,21,0.304,1.401,2.165,2,25,0.708,3.992,4.692,4,-18,0.517,2.133,3.617,2,-14,0.948,2.215,3.609,2,22,0.249,2.296,2.326,3,20,0.357,3.69,4.454,4,-82,0.248,2.016,2.045,3,16,1.213,4.247,4.719,4,-15,0.421,4.454,4.99,7,-21,0.244,2.029,2.06,3,21,0.338,1.437,2.032,2,23,5c5da3f712433d0001c605e0
2019-02-23 20:37:34,2019-02-23 20:42:34,IP Address,5.151.27.88,100,300,True,2019-02-23 20:42:35,R_3RwQl086wkDjl4M,,,,,52.9989013671875,-1.1970977783203125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c21f53f10677f0001daa531,19,Female,20.554,49.107,64.118,3,No,1.918,1.918,3.474,1,-100,1.75,2.507,4.854,2,-100,2.482,2.482,3.404,1,22,1.825,1.825,2.627,1,-20,2.291,2.291,2.94,1,50,2.126,2.812,3.239,2,79,1.721,4.866,5.748,4,96,1.63,1.63,3.009,1,68,2.176,2.176,11.998,1,-100,1.73,2.656,4.241,2,-100,2.453,2.453,3.263,1,100,2.437,3.077,3.983,2,64,3.512,3.512,5.243,1,-100,2.631,3.4,4.938,2,-10,2.49,3.477,4.546,3,-36,5c21f53f10677f0001daa531
2019-02-23 20:40:51,2019-02-23 20:43:23,IP Address,165.120.78.31,100,151,True,2019-02-23 20:43:26,R_23f93Oj1xyENOWk,,,,,51.7595977783203125,-0.1020050048828125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c3778e1a9872700014c6010,23,Female,0.573,45.413,46.214,14,No,0.916,3.114,3.481,4,35,0.831,2.527,3.144,4,-53,2.292,6.959,7.561,10,-100,1.526,4.494,4.528,5,-80,0.554,3.587,4.501,5,48,0.548,3.016,3.548,5,73,0.381,1.631,2.017,3,100,0.449,1.847,2.35,3,100,0.794,4.348,5.645,6,22,0.695,2.309,2.773,3,-100,0.948,2.365,2.666,3,-100,0.748,1.896,2.298,3,-100,1.335,4.068,4.525,5,-100,0.767,2.398,2.778,3,-47,0.585,1.385,2.385,2,-100,5c3778e1a9872700014c6010
2019-02-23 20:41:52,2019-02-23 20:44:07,IP Address,90.240.136.1,100,134,True,2019-02-23 20:44:07,R_1r7ZqyMMkVDh2yy,,,,,51.399993896484375,-0.25,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b6d3733885b0b0001bad4ca,20,Male,13.647,30.082,34.408,7,No,0.998,2.994,3.869,3,20,0.841,1.814,2.699,2,-29,0.666,1.5,2.371,2,96,0.76,1.873,2.597,2,65,0.649,1.84,2.585,2,74,0.672,1.527,2.184,2,82,0.941,3.302,4.572,4,60,0.844,1.97,2.572,2,49,1.204,4.5,5.149,6,-50,0.905,3.616,4.361,5,28,0.715,3.385,4.068,5,66,0.715,4.178,4.707,6,42,1.814,4.831,5.407,5,32,0.758,2.485,3.217,3,100,0.744,1.617,2.421,2,100,5b6d3733885b0b0001bad4ca
2019-02-23 20:44:05,2019-02-23 20:44:30,IP Address,82.41.211.253,100,25,True,2019-02-23 20:44:31,R_1DVeLUkIjUG040G,,,,,53.3332977294921875,-2.899993896484375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c51c8ffe3209c000177dfdf
2019-02-23 20:41:55,2019-02-23 20:45:23,IP Address,86.135.62.96,100,207,True,2019-02-23 20:45:24,R_Q4Aw64VMDsZnyet,,,,,58.9739990234375,-2.9687957763671875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5b3829d2115700012917f4,24,Female,5.883,83.506,84.623,10,No,1.038,2.607,3.039,3,-32,1.136,4.105,4.538,4,-37,0.932,2.383,2.816,3,100,0.524,1.724,2.001,3,100,0.795,2.296,2.978,3,100,5.534,7.315,7.963,3,100,0.622,2.14,2.789,3,100,7.482,10.965,11.533,4,61,1.075,2.505,2.846,3,35,0.723,3.507,3.972,3,-100,0.745,2.379,2.76,3,100,0.652,2.253,2.636,3,100,2.24,5.54,5.937,4,0,4.333,8.295,8.701,3,100,0.659,2.09,2.7,3,100,5c5b3829d2115700012917f4
2019-02-23 20:44:11,2019-02-23 20:46:41,IP Address,86.31.178.152,100,150,True,2019-02-23 20:46:42,R_1plFIvXT1M65UvD,,,,,51.4766998291015625,-2.5572052001953125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5a799309f49c9a0001f31396,22,Female,10.32,51.032,57.082,2,No,1.928,1.928,4.183,1,-38,2.125,2.125,3.352,1,8,2.231,2.231,3.226,1,11,1.71,1.71,2.792,1,9,1.796,1.796,2.844,1,69,1.582,1.582,2.614,1,33,1.602,1.602,3.146,1,73,2.014,2.014,2.855,1,42,1.688,1.688,2.674,1,32,1.68,1.68,2.566,1,19,1.862,1.862,2.847,1,35,2.009,2.009,2.867,1,27,3.368,5.071,6.791,2,55,2.308,2.308,3.255,1,36,1.692,3.886,4.724,3,44,5a799309f49c9a0001f31396
2019-02-23 20:44:39,2019-02-23 20:47:23,IP Address,94.197.120.186,100,164,True,2019-02-23 20:47:23,R_2sXcjcFgDJ2YLmG,,,,,51.5088043212890625,-0.126007080078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c631a60a16f6700019256a3,19,Female,5.065,43.566,44.208,28,No,1.296,2.78,3.247,3,-40,0.34,1.555,1.959,3,-82,0.651,1.684,2.085,3,65,1.031,2.71,3.345,4,77,2.15,4.41,5.01,4,56,1.947,4.295,4.716,4,45,0.377,1.566,1.961,3,50,0.561,1.713,2.147,3,54,0.489,2.323,2.855,4,-72,0.376,1.676,2.125,3,-60,1.249,3.434,3.887,4,41,0.44,1.473,1.802,3,52,3.537,4.569,5.187,3,36,0.823,2.341,2.705,3,15,1.405,3.137,3.469,4,46,5c631a60a16f6700019256a3
2019-02-23 20:46:03,2019-02-23 20:48:18,IP Address,82.2.30.204,100,135,True,2019-02-23 20:48:19,R_e548Ai4K5RMXy4p,,,,,51.451507568359375,-1.01409912109375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6bfd771373290001be0b22,20,Male,2.532,26.314,29.011,7,No,0.698,2.031,2.429,3,-100,0.521,3.24,3.272,7,80,0.685,6.159,6.637,7,28,1.844,6.611,7.145,5,18,0.442,2.991,3.722,3,77,0.44,1.806,2.542,3,62,0.686,3.719,4.2,4,72,0.535,3.67,4.219,3,71,0.77,2.204,2.92,3,42,0.4,3.965,5.498,6,25,0.52,1.703,2.12,3,68,0.456,1.937,2.352,3,83,1.26,3.559,4.044,4,-100,1.323,2.59,3.072,3,-52,1.092,3.16,3.625,3,25,5c6bfd771373290001be0b22
2019-02-23 20:43:35,2019-02-23 20:49:58,IP Address,5.68.220.124,100,382,True,2019-02-23 20:49:58,R_1Cg8ux7mwYU3yQL,,,,,52.99090576171875,-2.180206298828125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c29fd6810677f0001dc3a0b,22,Male,10.644,40.18,42.072,3,No,1.617,1.617,2.639,1,-100,1.201,1.44,2.358,2,-100,1.906,1.906,2.992,1,-36,1.781,1.781,2.818,1,-59,3.075,3.075,4.064,1,60,1.264,2.109,3.031,2,20,1.347,3.004,3.448,2,94,2.033,2.033,3.125,1,20,1.8,1.8,2.953,1,-100,4.112,4.112,5.483,1,-100,3.613,3.613,4.851,1,42,5.085,5.085,5.957,1,0,2.228,2.228,3.237,1,-100,3.992,5.164,6.341,2,-28,2.95,3.915,4.609,2,-9,5c29fd6810677f0001dc3a0b
2019-02-23 20:48:01,2019-02-23 20:51:03,IP Address,82.11.184.61,100,181,True,2019-02-23 20:51:04,R_1q4IFu5w2iinxZI,,,,,52.233306884765625,0.149993896484375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c3de1128315d80001a281c7,21,Female,31.597,31.597,32.875,1,Yes,7.216,7.216,8.701,1,-49,3.595,3.595,5.077,1,-57,2.325,2.325,3.7,1,-100,1.805,1.805,3.434,1,-100,3.256,3.256,4.593,1,65,2.87,2.87,4.282,1,59,10.879,10.879,12.464,1,-10,2.493,2.493,4.054,1,-100,3.385,3.385,4.98,1,-13,4.991,7.575,8.474,2,-54,3.073,3.073,5.298,1,12,8.573,10.887,11.394,3,3,3.74,3.74,5.511,1,-73,2.456,2.456,3.393,1,90,3.886,3.886,4.9,1,-7,5c3de1128315d80001a281c7
2019-02-23 20:53:57,2019-02-23 20:58:40,IP Address,86.138.28.35,100,282,True,2019-02-23 20:58:42,R_22W83XZcUsxylbb,,,,,50.93670654296875,-2.8123016357421875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c6d8b248c6ca90001d787f2,18,Female,1.031,98.108,99.145,17,No,0.925,13.025,13.64,10,-44,1.846,7.261,9.826,6,-33,0.711,2.87,3.851,2,5,0.489,3.018,5.148,3,7,1.032,3.1,3.735,3,-26,0.492,3.352,3.921,5,-55,0.767,3.932,4.497,3,38,1.482,8.559,9.195,6,38,0.864,5.384,6.078,9,2,0.779,20.817,21.413,13,-57,0.578,5.27,5.766,5,45,0.435,2.918,3.667,4,31,1.364,3.629,4.312,4,-15,0.516,2.482,3.038,4,35,0.576,3,3.583,3,57,5c6d8b248c6ca90001d787f2
2019-02-23 20:54:31,2019-02-23 20:58:46,IP Address,86.189.217.194,100,254,True,2019-02-23 20:58:46,R_SOiB0v7Jlq7ENot,,,,,51.8892059326171875,0.904205322265625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c095a329f191a0001a4ed72,19,Female,60.357,60.357,64.178,1,No,6.948,6.948,8.629,1,13,2.274,2.274,3.79,1,39,4.57,8.675,11.828,2,3,8.225,11.931,12.587,4,56,2.833,2.833,4.751,1,60,2.788,2.788,5.059,1,64,3.706,3.706,4.649,1,-13,2.193,3.804,4.88,3,-12,2.082,2.082,2.814,1,22,1.991,3.436,4.33,2,-42,2.976,5.09,6.392,3,89,3.087,4.712,5.527,2,84,2.223,2.223,3.301,1,6,2.021,2.021,5.088,1,18,2.979,5.639,6.764,2,-39,5c095a329f191a0001a4ed72
2019-02-23 20:56:51,2019-02-23 21:00:22,IP Address,92.14.149.214,100,210,True,2019-02-23 21:00:23,R_XXIDUrzW1Kl6mCR,,,,,53.02490234375,-2.1739044189453125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5a98c42032f30001ba94fd,25,Female,5.416,105.578,106.401,5,No,0.409,3.366,4.228,3,44,0.636,1.719,2.607,2,-38,0.596,2.384,3.262,2,92,0.637,3.595,4.401,4,96,0.851,2.871,3.817,2,49,1.012,5.008,5.914,5,96,3.332,5.024,5.855,3,70,0.509,4.3,4.905,4,86,1.888,4.441,5.183,3,53,0.7,2.24,3.201,2,-45,0.603,1.955,2.972,2,100,0.528,1.909,3.413,2,72,0.7,7.836,8.803,9,-50,0.432,1.873,2.607,2,92,0.709,2.36,3.194,3,94,5c5a98c42032f30001ba94fd
2019-02-23 20:56:16,2019-02-23 21:00:47,IP Address,193.63.192.164,100,271,True,2019-02-23 21:00:48,R_0ApqIto8FvHdVfP,,,,,51.2790069580078125,1.07989501953125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c57127ae66e510001eeaf50,18,Male,5.483,89.703,90.407,16,No,1.202,7.555,8.036,7,3,0.535,2.119,2.499,3,-66,0.529,3.845,4.315,5,-24,0.642,2.696,3.05,4,13,4.619,10.284,10.602,5,62,0.705,2.191,2.651,3,67,0.606,2.855,3.237,5,12,0.635,2.334,2.736,3,35,1.286,5.605,6.107,5,-49,0.747,3.6,3.951,3,-66,1.95,4.288,4.649,3,76,0.573,3.012,3.993,4,78,1.109,4.663,5.078,3,-66,0.998,3.577,4.029,4,-37,0.539,3.739,4.173,3,34,5c57127ae66e510001eeaf50
2019-02-23 21:01:02,2019-02-23 21:01:20,IP Address,146.198.159.128,100,17,True,2019-02-23 21:01:20,R_2D02uqb1fZii7aQ,,,,,51.4499969482421875,-0.13330078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b0ea5ea30d5620001558164
2019-02-23 21:05:17,2019-02-23 21:08:01,IP Address,109.145.139.243,100,164,True,2019-02-23 21:08:02,R_1NnulO21zDAqpvK,,,,,55.6222991943359375,-4.50079345703125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bd0c878be717d000118de34,25,Female,0.758,20.757,21.891,14,No,19.601,20.968,22.547,3,-61,0.2,1.452,2.085,3,-59,0.419,1.684,2.275,3,58,0.301,2.123,2.555,4,57,0.377,1.528,2.101,3,64,0.541,1.805,2.364,3,75,0.584,5.048,5.527,6,54,1.252,4.135,4.785,4,54,0.527,1.717,2.31,3,-71,2.712,4.15,5.496,3,-64,0.501,1.786,2.45,3,64,0.364,1.429,2.012,3,53,0.406,2.608,3.147,4,-23,0.421,2.02,2.507,4,47,0.853,3.403,3.975,5,49,5bd0c878be717d000118de34
2019-02-23 21:04:17,2019-02-23 21:08:11,IP Address,31.205.24.29,100,233,True,2019-02-23 21:08:11,R_2b1vRNI2Onagufi,,,,,52.6183929443359375,-1.1790008544921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5be5e0085b7ff700013bce91,20,Female,76.743,76.743,77.661,1,No,2.42,2.42,3.484,1,22,5.056,5.056,6.239,1,46,3.144,3.144,4.444,1,-31,3.142,4.316,5.626,2,-91,3.166,6.161,6.891,2,90,4.354,4.354,4.993,1,90,3.87,3.87,4.886,1,-86,2.987,2.987,4.154,1,-95,3.149,3.149,4.71,1,-61,2.777,2.777,4.85,1,31,2.259,2.259,2.99,1,57,3.572,3.572,4.582,1,57,3.595,3.595,4.668,1,39,3.745,3.745,4.965,1,-30,4.213,4.213,5.147,1,-57,5be5e0085b7ff700013bce91
2019-02-23 21:09:17,2019-02-23 21:10:15,IP Address,151.226.3.251,100,58,True,2019-02-23 21:10:17,R_2zqjTAAoIrZSfhk,,,,,52.9535980224609375,-1.1504974365234375,anonymous,EN,I consent to participate.,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b89755b2d2b1d00012256f7
2019-02-23 21:09:47,2019-02-23 21:12:25,IP Address,2.220.58.78,100,157,True,2019-02-23 21:12:26,R_2Tw6xfJOCp4bcsE,,,,,53.02490234375,-2.1739044189453125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c000cda6e6cd80001bef472,25,Female,0.984,36.152,37.608,14,No,1.284,7.168,7.715,7,-29,0.818,4.037,4.386,5,-71,0.025,1.448,1.912,3,100,0.5,1.7,2.219,3,100,0.699,2.498,2.529,5,100,0.5,3.048,3.38,6,100,0.919,2.265,3.015,4,100,0.608,1.93,2.272,4,100,0.973,2.252,2.653,3,-100,0.407,4.184,4.676,5,-82,0.548,1.399,2.196,3,100,1.982,4.551,5.182,3,100,1.048,3.878,3.911,4,-46,1.013,3.582,4.146,3,100,0.855,5.642,5.684,7,58,5c000cda6e6cd80001bef472
